Date	Plot	Plant	Water	Nitrogen	Length	Output_1	Output_2	Output_3	Output_4
4/11/2010	G15RRX	G	R	X	178	0.87	0.93	0.88	0.88
4/11/2010	G16LXN	G	X	N	174	0.9	0.89	0.86	0.86
4/11/2010	G16RXX	G	X	X	174	0.87	0.86	0.83	0.92
4/11/2010	G17LAN	G	A	N	179	0.85	0.86	0.89	0.91
4/11/2010	G17RAX	G	A	X	179	0.92	0.85	0.91	0.89
4/11/2010	G18LXN	G	X	N	179	0.87	0.85	0.84	0.84
4/11/2010	G18RXX	G	X	X	179	0.9	0.89	0.86	0.82
4/11/2010	G19LXX	G	X	X	179	0.91	0.86	0.91	0.89
4/11/2010	G19RXN	G	X	N	179	0.85	0.87	0.92	0.86
4/11/2010	G20LRX	G	R	X	179	0.92	0.84	0.87	0.85
4/11/2010	G20RRN	G	R	N	179	0.87	0.94	0.93	0.92
4/11/2010	G21LRX	G	R	X	179	0.87	0.94	0.93	0.92
4/11/2010	G21RRN	G	R	N	179	0.84	0.89	0.87	0.9
4/11/2010	G22LXX	G	X	X	186	0.9	0.96	0.96	0.9
4/11/2010	G22RXN	G	X	N	186	0.9	0.91	1.02	0.99
4/11/2010	G23LAX	G	A	X	181	0.87	0.93	0.95	0.94
4/11/2010	G23RAN	G	A	N	181	0.94	0.97	0.95	1.01
4/11/2010	G24LAN	G	A	N	174	0.85	0.87	0.85	0.86
4/11/2010	G24RAX	G	A	X	174	0.88	0.89	0.89	0.85
2/12/2010	G01LXN	G	X	N	178	0.95	0.91	0.99	0.95
2/12/2010	G01RXX	G	X	X	178	0.95	0.94	0.93	0.9
2/12/2010	G02LAX	G	A	N	179	0.99	0.92	0.95	0.91
2/12/2010	G02RAN	G	A	X	179	0.95	0.95	0.95	0.97
2/12/2010	G03LRX	G	R	X	182	0.85	0.83	0.85	0.89
2/12/2010	G03RRN	G	R	N	182	0.84	0.87	0.89	0.87
2/12/2010	G04LXX	G	X	X	182	0.94	0.95	0.96	0.94
2/12/2010	G04RXN	G	X	N	182	0.88	0.89	0.89	0.93
2/12/2010	G05LRN	G	R	N	179	0.86	0.87	0.88	0.87
2/12/2010	G05RRX	G	R	X	179	0.86	0.82	0.89	0.84
2/12/2010	G06LAN	G	A	N	179	0.91	0.9	0.92	0.88
2/12/2010	G06RAX	G	A	X	179	0.92	0.93	0.94	0.88
2/12/2010	G07LRX	G	R	X	179	0.88	0.89	0.9	0.89
2/12/2010	G07RRN	G	R	N	179	0.86	0.85	0.93	0.9
2/12/2010	G08LXX	G	X	X	188	0.98	0.94	0.96	0.9
2/12/2010	G08RXN	G	X	N	188	0.94	0.94	0.9	0.89
2/12/2010	G09LAX	G	A	X	179	0.96	0.94	0.91	0.9
2/12/2010	G09RAN	G	A	N	179	0.94	0.97	0.9	0.93
2/12/2010	G10LAX	G	A	X	179	0.94	0.95	0.9	0.91
2/12/2010	G10RAN	G	A	N	179	0.96	0.88	0.91	0.93
2/12/2010	G11LRN	G	R	N	178	0.86	0.86	0.88	0.86
2/12/2010	G11RRX	G	R	X	178	0.87	0.84	0.87	0.89
2/12/2010	G12LXN	G	X	N	178	0.91	0.96	0.92	0.93
2/12/2010	G12RXX	G	X	X	178	0.91	0.89	0.93	0.96
2/12/2010	G13LAX	G	A	X	178	0.93	0.94	0.93	0.93
2/12/2010	G13RAN	G	A	N	178	0.86	0.89	0.9	0.91
2/12/2010	G14LRN	G	R	N	179	0.86	0.85	0.85	0.84
2/12/2010	G14RRX	G	R	X	179	0.85	0.84	0.85	0.89
2/12/2010	G15LRN	G	R	N	178	0.84	0.83	0.87	0.87
2/12/2010	G15RRX	G	R	X	178	0.87	0.89	0.86	0.86
2/12/2010	G16LXN	G	X	N	174	0.92	0.93	0.93	0.89
2/12/2010	G16RXX	G	X	X	174	0.89	0.93	0.89	0.95
2/12/2010	G17LAN	G	A	N	179	0.87	0.88	0.91	0.96
2/12/2010	G17RAX	G	A	X	179	0.92	0.88	0.93	0.91
2/12/2010	G18LXN	G	X	N	179	0.9	0.9	0.87	0.91
2/12/2010	G18RXX	G	X	X	179	0.9	0.92	0.94	0.93
2/12/2010	G19LXX	G	X	X	179	0.91	0.92	0.88	0.91
2/12/2010	G19RXN	G	X	N	179	0.9	0.89	0.93	0.88
2/12/2010	G20LRX	G	R	X	179	0.89	0.84	0.84	0.84
2/12/2010	G20RRN	G	R	N	179	0.82	0.89	0.88	0.87
2/12/2010	G21LRX	G	R	X	179	0.86	0.85	0.89	0.88
2/12/2010	G21RRN	G	R	N	179	0.84	0.85	0.84	0.88
2/12/2010	G22LXX	G	X	X	186	0.92	0.99	1	0.93
2/12/2010	G22RXN	G	X	N	186	0.93	0.95	0.95	1.01
2/12/2010	G23LAX	G	A	X	181	0.87	0.96	1.03	0.95
2/12/2010	G23RAN	G	A	N	181	0.94	0.97	0.98	1.04
2/12/2010	G24LAN	G	A	N	174	0.9	0.9	0.89	0.87
2/12/2010	G24RAX	G	A	X	174	0.92	0.91	0.91	0.88
5/01/2011	G01LXN	G	X	N	178	1.09	1.09	1.04	1.11
5/01/2011	G01RXX	G	X	X	178	1.12	1.07	1.05	1.06
5/01/2011	G02LAX	G	A	N	179	1.1	1.12	1.12	1.12
5/01/2011	G02RAN	G	A	X	179	1.1	1.07	1.04	1
5/01/2011	G03LRX	G	R	X	182	1.05	1.07	1.02	1.07
5/01/2011	G03RRN	G	R	N	182	1.09	1.06	1.04	1.04
5/01/2011	G04LXX	G	X	X	182	1.05	1.08	1	1.07
5/01/2011	G04RXN	G	X	N	182	1.04	1.06	1.06	1.09
5/01/2011	G05LRN	G	R	N	179	1.06	1.05	1.05	1.04
5/01/2011	G05RRX	G	R	X	179	1.05	1.05	1.05	1.04
5/01/2011	G06LAN	G	A	N	179	1.01	1.01	1.03	1.03
5/01/2011	G06RAX	G	A	X	179	1.08	1.04	1.06	0.98
5/01/2011	G07LRX	G	R	X	179	1.04	1.08	1.09	1.1
5/01/2011	G07RRN	G	R	N	179	1.03	1.06	1.01	1.09
5/01/2011	G08LXX	G	X	X	188	1.12	1.11	1.13	1.03
5/01/2011	G08RXN	G	X	N	188	1.11	1.08	1	1.05
5/01/2011	G09LAX	G	A	X	179	1.07	1.07	1.02	1.03
5/01/2011	G09RAN	G	A	N	179	1.07	1.11	1.06	1.06
5/01/2011	G10LAX	G	A	X	179	1.07	1.11	1.02	1.05
5/01/2011	G10RAN	G	A	N	179	1.1	1.01	1.05	1.08
5/01/2011	G11LRN	G	R	N	178	1	1	1.05	1.02
5/01/2011	G11RRX	G	R	X	178	1.05	0.98	1.02	1.05
5/01/2011	G12LXN	G	X	N	178	1.04	1.1	1.06	1.08
5/01/2011	G12RXX	G	X	X	178	1.04	1	1.04	1.11
5/01/2011	G13LAX	G	A	X	178	1.04	1.01	1.04	1.05
5/01/2011	G13RAN	G	A	N	178	0.97	1.01	0.99	1
5/01/2011	G14LRN	G	R	N	179	0.99	1.02	0.97	1.1
5/01/2011	G14RRX	G	R	X	179	1	0.99	0.97	1.04
5/01/2011	G15LRN	G	R	N	178	0.98	0.97	1.02	1.03
5/01/2011	G15RRX	G	R	X	178	1.09	1.14	1.02	1
5/01/2011	G16LXN	G	X	N	174	1.05	1.07	1.01	1.02
5/01/2011	G16RXX	G	X	X	174	0.98	1.04	1.01	1.08
5/01/2011	G17LAN	G	A	N	179	0.97	1.01	1.02	1.1
5/01/2011	G17RAX	G	A	X	179	1.01	0.98	1.02	1.01
5/01/2011	G18LXN	G	X	N	179	1.02	0.97	0.98	1.03
5/01/2011	G18RXX	G	X	X	179	1	1.02	1.07	1.04
5/01/2011	G19LXX	G	X	X	179	1.04	0.99	0.99	0.99
5/01/2011	G19RXN	G	X	N	179	1	1.09	1.02	0.99
5/01/2011	G20LRX	G	R	X	179	1.05	0.96	0.98	1
5/01/2011	G20RRN	G	R	N	179	1.03	1.08	1.08	1.03
5/01/2011	G21LRX	G	R	X	179	1.01	0.98	1.09	1.09
5/01/2011	G21RRN	G	R	N	179	0.99	1.02	0.99	1.05
5/01/2011	G22LXX	G	X	X	186	1.05	1.09	1.11	1.03
5/01/2011	G22RXN	G	X	N	186	1.06	1.1	1.18	1.11
5/01/2011	G23LAX	G	A	X	181	1.02	1.05	1.13	1.01
5/01/2011	G23RAN	G	A	N	181	1.1	1.1	1.1	1.13
5/01/2011	G24LAN	G	A	N	174	1.11	1.01	1.01	1
5/01/2011	G24RAX	G	A	X	174	1.02	0.99	0.98	1.02
25/01/2011	G01LXN	G	X	N	178	1.04	1.01	1.01	1.02
25/01/2011	G01RXX	G	X	X	178	1.03	1	0.98	0.98
25/01/2011	G02LAX	G	A	N	179	1.05	0.98	0.99	0.96
25/01/2011	G02RAN	G	A	X	179	1.04	1.05	1.06	1.06
25/01/2011	G03LRX	G	R	X	182	0.99	0.99	0.97	1.05
25/01/2011	G03RRN	G	R	N	182	1.02	1	1.02	1
25/01/2011	G04LXX	G	X	X	182	1	1.02	1.02	0.97
25/01/2011	G04RXN	G	X	N	182	0.96	1	0.97	1.02
25/01/2011	G05LRN	G	R	N	179	1	1	1	1.01
25/01/2011	G05RRX	G	R	X	179	1.01	0.97	1.01	0.99
25/01/2011	G06LAN	G	A	N	179	0.94	0.95	0.96	0.94
25/01/2011	G06RAX	G	A	X	179	0.98	0.97	1	0.92
25/01/2011	G07LRX	G	R	X	179	0.97	1.05	1.04	1.05
25/01/2011	G07RRN	G	R	N	179	0.98	1.02	0.96	1.05
25/01/2011	G08LXX	G	X	X	188	1.05	1.02	1.07	0.96
25/01/2011	G08RXN	G	X	N	188	1.04	1.03	0.96	0.96
25/01/2011	G09LAX	G	A	X	179	1.01	1.01	0.96	0.95
25/01/2011	G09RAN	G	A	N	179	1.02	1.05	0.99	0.97
25/01/2011	G10LAX	G	A	X	179	1.01	1.03	0.95	0.97
25/01/2011	G10RAN	G	A	N	179	1.02	0.93	0.96	1.01
25/01/2011	G11LRN	G	R	N	178	0.94	0.95	1	0.94
25/01/2011	G11RRX	G	R	X	178	1.01	0.88	0.98	0.97
25/01/2011	G12LXN	G	X	N	178	0.99	1	1.01	1.01
25/01/2011	G12RXX	G	X	X	178	0.97	0.95	0.97	1.05
25/01/2011	G13LAX	G	A	X	178	0.97	0.94	0.97	0.97
25/01/2011	G13RAN	G	A	N	178	0.89	0.93	0.92	0.93
25/01/2011	G14LRN	G	R	N	179	0.93	0.94	0.88	0.96
25/01/2011	G14RRX	G	R	X	179	0.93	0.93	0.92	0.99
25/01/2011	G15LRN	G	R	N	178	0.94	0.93	0.93	0.88
25/01/2011	G15RRX	G	R	X	178	0.87	0.97	0.96	0.93
25/01/2011	G16LXN	G	X	N	174	0.97	0.96	0.92	0.94
25/01/2011	G16RXX	G	X	X	174	0.92	0.95	1.03	1.01
25/01/2011	G17LAN	G	A	N	179	0.89	0.9	0.93	1.01
25/01/2011	G17RAX	G	A	X	179	0.97	0.9	0.94	0.94
25/01/2011	G18LXN	G	X	N	179	0.92	0.88	0.9	0.94
25/01/2011	G18RXX	G	X	X	179	0.94	0.96	0.97	0.92
25/01/2011	G19LXX	G	X	X	179	0.97	0.91	0.97	0.91
25/01/2011	G19RXN	G	X	N	179	0.88	0.88	0.92	0.89
25/01/2011	G20LRX	G	R	X	179	0.9	0.89	0.91	0.92
25/01/2011	G20RRN	G	R	N	179	0.89	0.97	1.01	0.97
25/01/2011	G21LRX	G	R	X	179	0.91	0.9	0.98	0.98
25/01/2011	G21RRN	G	R	N	179	0.9	0.92	0.9	0.96
25/01/2011	G22LXX	G	X	X	186	0.96	0.99	1	0.94
25/01/2011	G22RXN	G	X	N	186	0.96	0.97	1.09	1.01
25/01/2011	G23LAX	G	A	X	181	0.9	0.95	1.04	0.92
25/01/2011	G23RAN	G	A	N	181	0.98	1.01	0.97	1.02
25/01/2011	G24LAN	G	A	N	174	1.01	0.91	0.91	0.88
25/01/2011	G24RAX	G	A	X	174	0.95	0.93	0.91	0.85
18/02/2011	G01LXN	G	X	N	178	0.98	0.99	0.97	
18/02/2011	G01RXX	G	X	X	178	0.97	0.95	0.93	0.91
18/02/2011	G02LAX	G	A	N	179	1.04	0.97	1	0.97
18/02/2011	G02RAN	G	A	X	179	1.04	1.03	1.04	1.04
18/02/2011	G03LRX	G	R	X	182	0.97	0.95	0.92	1.02
18/02/2011	G03RRN	G	R	N	182	0.97	0.95	0.95	0.93
18/02/2011	G04LXX	G	X	X	182	0.97	0.99	0.99	0.99
18/02/2011	G04RXN	G	X	N	182	0.92	0.97	0.93	0.97
18/02/2011	G05LRN	G	R	N	179	0.96	0.96	0.94	0.95
18/02/2011	G05RRX	G	R	X	179	0.98	0.92	0.95	0.95
18/02/2011	G06LAN	G	A	N	179	0.93	0.93	0.97	0.93
18/02/2011	G06RAX	G	A	X	179	0.98	0.97	1	0.91
18/02/2011	G07LRX	G	R	X	179	0.93	1.01	1.03	1.02
18/02/2011	G07RRN	G	R	N	179	0.89	1.03	0.93	1.02
18/02/2011	G08LXX	G	X	X	188	1	0.96	1.03	0.95
18/02/2011	G08RXN	G	X	N	188	1	0.97	0.93	0.94
18/02/2011	G09LAX	G	A	X	179	1	1	0.95	0.94
18/02/2011	G09RAN	G	A	N	179	1.02	1.05	0.99	0.98
18/02/2011	G10LAX	G	A	X	179	1.01	1.02	0.93	0.97
18/02/2011	G10RAN	G	A	N	179	1	0.93	0.94	1.01
18/02/2011	G11LRN	G	R	N	178	0.89	0.94	0.95	0.9
18/02/2011	G11RRX	G	R	X	178	0.91	0.87	0.95	0.95
18/02/2011	G12LXN	G	X	N	178	0.92	0.95	0.97	0.97
18/02/2011	G12RXX	G	X	X	178	0.92	0.92	0.96	1
18/02/2011	G13LAX	G	A	X	178	0.98	0.96	0.97	0.98
18/02/2011	G13RAN	G	A	N	178	0.89	0.96	0.93	0.95
18/02/2011	G14LRN	G	R	N	179	0.9	0.88	0.84	0.92
18/02/2011	G14RRX	G	R	X	179	0.9	0.91	0.93	0.97
18/02/2011	G15LRN	G	R	N	178	0.87	0.87	0.91	0.88
18/02/2011	G15RRX	G	R	X	178	0.98	0.84	0.91	0.87
18/02/2011	G16LXN	G	X	N	174	0.91		0.91	0.9
18/02/2011	G16RXX	G	X	X	174	0.87	0.89	0.94	0.94
18/02/2011	G17LAN	G	A	N	179	0.91	0.9	0.92	1.02
18/02/2011	G17RAX	G	A	X	179	0.95	0.91	0.94	0.94
18/02/2011	G18LXN	G	X	N	179	0.87	0.89	0.89	0.9
18/02/2011	G18RXX	G	X	X	179	0.91	0.92	0.94	0.91
18/02/2011	G19LXX	G	X	X	179	0.91	0.89	0.92	0.9
18/02/2011	G19RXN	G	X	N	179	0.87	0.86	0.96	0.9
18/02/2011	G20LRX	G	R	X	179	0.92	0.86	0.87	0.89
18/02/2011	G20RRN	G	R	N	179	0.85	0.91	0.95	0.94
18/02/2011	G21LRX	G	R	X	179	0.93	0.9	0.94	0.93
18/02/2011	G21RRN	G	R	N	179	0.87	0.85	0.89	0.89
18/02/2011	G22LXX	G	X	X	186	0.91	0.94	0.97	0.91
18/02/2011	G22RXN	G	X	N	186	0.92	0.93	0.99	0.98
18/02/2011	G23LAX	G	A	X	181	0.93	0.95	1.06	0.93
18/02/2011	G23RAN	G	A	N	181	0.98	1.05	0.97	1.05
18/02/2011	G24LAN	G	A	N	174	1.01	0.96	0.96	0.89
18/02/2011	G24RAX	G	A	X	174	0.97	0.95	0.93	0.88
16/03/2011	G01LXN	G	X	N	178		0.99	0.97	1
16/03/2011	G01RXX	G	X	X	178	0.93	0.95	0.95	0.93
16/03/2011	G02LAX	G	A	N	179	1.04	0.94	0.98	0.92
16/03/2011	G02RAN	G	A	X	179	1.01		1.02	1.01
16/03/2011	G03LRX	G	R	X	182	0.95	0.92	0.92	1
16/03/2011	G03RRN	G	R	N	182	0.95	0.96	0.93	0.9
16/03/2011	G04LXX	G	X	X	182	0.97	0.98	0.99	0.99
16/03/2011	G04RXN	G	X	N	182	0.92		0.93	0.98
16/03/2011	G05LRN	G	R	N	179	0.94	0.95	0.96	0.98
16/03/2011	G05RRX	G	R	X	179	0.95	0.91	0.98	0.96
16/03/2011	G06LAN	G	A	N	179	0.94	0.92	0.95	0.91
16/03/2011	G06RAX	G	A	X	179	0.95	0.94	0.98	0.94
16/03/2011	G07LRX	G	R	X	179	0.94	1.02	1.02	1.02
16/03/2011	G07RRN	G	R	N	179	0.9	0.97	0.92	1.04
16/03/2011	G08LXX	G	X	X	188	1.03	0.94	1.03	0.93
16/03/2011	G08RXN	G	X	N	188	1	0.99	0.94	0.93
16/03/2011	G09LAX	G	A	X	179	0.98	0.97	0.96	0.91
16/03/2011	G09RAN	G	A	N	179	1	1.03	0.96	0.94
16/03/2011	G10LAX	G	A	X	179	0.98	0.99	0.92	0.94
16/03/2011	G10RAN	G	A	N	179	0.97	0.89	0.9	0.99
16/03/2011	G11LRN	G	R	N	178	0.88	0.97	0.96	0.94
16/03/2011	G11RRX	G	R	X	178	0.96	0.88	0.92	0.9
16/03/2011	G12LXN	G	X	N	178	0.94	0.98	0.97	0.99
16/03/2011	G12RXX	G	X	X	178	0.93	0.97	0.97	0.99
16/03/2011	G13LAX	G	A	X	178	0.95	0.9	0.91	0.95
16/03/2011	G13RAN	G	A	N	178	0.88	0.94	0.93	0.93
16/03/2011	G14LRN	G	R	N	179	0.89		0.94	0.94
16/03/2011	G14RRX	G	R	X	179	0.9	0.89	0.95	0.95
16/03/2011	G15LRN	G	R	N	178	0.88	0.96	0.9	0.89
16/03/2011	G15RRX	G	R	X	178	0.94	0.97	0.91	0.94
16/03/2011	G16LXN	G	X	N	174	0.95		0.93	0.92
16/03/2011	G16RXX	G	X	X	174	0.91	0.93	0.92	1
16/03/2011	G17LAN	G	A	N	179	0.92	0.94	0.9	0.92
16/03/2011	G17RAX	G	A	X	179	0.96	0.9	0.94	0.93
16/03/2011	G18LXN	G	X	N	179	0.93	0.96	0.89	0.9
16/03/2011	G18RXX	G	X	X	179	0.94	0.95	0.98	0.96
16/03/2011	G19LXX	G	X	X	179	0.96	0.91	0.96	0.91
16/03/2011	G19RXN	G	X	N	179	0.89	0.89	1	0.92
16/03/2011	G20LRX	G	R	X	179	0.92	0.88	0.88	0.88
16/03/2011	G20RRN	G	R	N	179	0.94	0.94	0.95	0.9
16/03/2011	G21LRX	G	R	X	179	0.9	0.86	0.94	0.96
16/03/2011	G21RRN	G	R	N	179	0.86	0.87	0.85	0.91
16/03/2011	G22LXX	G	X	X	186	0.95	1	1.01	0.93
16/03/2011	G22RXN	G	X	N	186	0.98	0.96	1.09	1.05
16/03/2011	G23LAX	G	A	X	181	0.94	0.96	1.04	0.94
16/03/2011	G23RAN	G	A	N	181	0.98	1	0.91	0.99
16/03/2011	G24LAN	G	A	N	174	0.99	0.89	0.92	0.88
16/03/2011	G24RAX	G	A	X	174	0.95	0.93	0.92	0.86
12/04/2011	G01LXN	G	X	N	178	0.99	0.97	0.96	0.92
12/04/2011	G01RXX	G	X	X	178	0.91	0.92	0.94	0.93
12/04/2011	G02LAX	G	A	N	179	1.02	0.92	0.96	0.91
12/04/2011	G02RAN	G	A	X	179	0.99	0.97	1.01	1.01
12/04/2011	G03LRX	G	R	X	182	0.88	0.86	0.87	0.98
12/04/2011	G03RRN	G	R	N	182	0.89	0.92	0.84	0.85
12/04/2011	G04LXX	G	X	X	182	0.95	0.95	0.94	0.98
12/04/2011	G04RXN	G	X	N	182	0.89	0.9	0.95	0.94
12/04/2011	G05LRN	G	R	N	179	0.9	0.91	0.94	0.97
12/04/2011	G05RRX	G	R	X	179	0.88	0.88	0.97	0.96
12/04/2011	G06LAN	G	A	N	179	0.84	0.9	0.94	0.9
12/04/2011	G06RAX	G	A	X	179	0.93	0.94	0.96	0.85
12/04/2011	G07LRX	G	R	X	179	0.89	0.96	0.99	1
12/04/2011	G07RRN	G	R	N	179	0.84	0.94	0.92	1.03
12/04/2011	G08LXX	G	X	X	188	0.89	1	0.92	0.93
12/04/2011	G08RXN	G	X	N	188	0.98	0.99	0.92	0.93
12/04/2011	G09LAX	G	A	X	179	0.97	0.97	0.93	0.93
12/04/2011	G09RAN	G	A	N	179	0.98	1.02	0.95	0.92
12/04/2011	G10LAX	G	A	X	179	0.96	0.97	0.92	0.91
12/04/2011	G10RAN	G	A	N	179	0.97	0.89	0.91	0.97
12/04/2011	G11LRN	G	R	N	178	0.84	0.85	0.95	0.91
12/04/2011	G11RRX	G	R	X	178	0.86	0.83	0.86	0.86
12/04/2011	G12LXN	G	X	N	178	0.9	0.96	0.98	0.99
12/04/2011	G12RXX	G	X	X	178	0.92	0.92	0.96	1
12/04/2011	G13LAX	G	A	X	178	0.95	0.92	0.95	0.94
12/04/2011	G13RAN	G	A	N	178	0.89	0.94	0.93	0.94
12/04/2011	G14LRN	G	R	N	179	0.85	0.85	0.84	0.98
12/04/2011	G14RRX	G	R	X	179	0.88	0.85	0.89	0.95
12/04/2011	G15LRN	G	R	N	178	0.84	0.85	0.85	0.86
12/04/2011	G15RRX	G	R	X	178	0.83	0.9	0.88	0.83
12/04/2011	G16LXN	G	X	N	174	0.93	0.9	0.9	0.9
12/04/2011	G16RXX	G	X	X	174	0.9	0.91	0.9	0.98
12/04/2011	G17LAN	G	A	N	179	0.9	0.9	0.93	0.91
12/04/2011	G17RAX	G	A	X	179	0.92	0.91	0.93	0.93
12/04/2011	G18LXN	G	X	N	179	0.89	0.88	0.89	0.88
12/04/2011	G18RXX	G	X	X	179	0.94	0.95	0.96	0.97
12/04/2011	G19LXX	G	X	X	179	0.89	0.94	0.95	0.9
12/04/2011	G19RXN	G	X	N	179	0.88	0.87	1	0.91
12/04/2011	G20LRX	G	R	X	179	0.84	0.86	0.9	0.9
12/04/2011	G20RRN	G	R	N	179	0.83	0.92	0.96	0.93
12/04/2011	G21LRX	G	R	X	179	0.84	0.89	0.97	0.98
12/04/2011	G21RRN	G	R	N	179	0.84	0.85	0.83	0.88
12/04/2011	G22LXX	G	X	X	186	0.93	0.97	0.98	0.9
12/04/2011	G22RXN	G	X	N	186	1	0.99	1.07	1.04
12/04/2011	G23LAX	G	A	X	181	0.93	0.93	1.04	0.91
12/04/2011	G23RAN	G	A	N	181	0.93	0.98	1	0.94
12/04/2011	G24LAN	G	A	N	174	0.99	0.88	0.93	0.89
12/04/2011	G24RAX	G	A	X	174	0.95	0.94	0.91	0.86
27/05/2011	G01LXN	G	X	N	178	0.89	0.86	0.85	0.84
27/05/2011	G01RXX	G	X	X	178	0.84	0.86	0.88	0.84
27/05/2011	G02LAX	G	A	N	179	0.9	0.86	0.89	0.88
27/05/2011	G02RAN	G	A	X	179	0.94	0.92	0.92	0.91
27/05/2011	G03LRX	G	R	X	182	0.81	0.83	0.83	0.88
27/05/2011	G03RRN	G	R	N	182	0.85	0.85	0.88	0.86
27/05/2011	G04LXX	G	X	X	182	0.85	0.86	0.86	0.89
27/05/2011	G04RXN	G	X	N	182	0.82	0.83	0.84	0.86
27/05/2011	G05LRN	G	R	N	179	0.85	0.86	0.85	0.84
27/05/2011	G05RRX	G	R	X	179	0.83	0.83	0.86	0.85
27/05/2011	G06LAN	G	A	N	179	0.83	0.85	0.87	0.87
27/05/2011	G06RAX	G	A	X	179	0.87	0.88	0.89	0.81
27/05/2011	G07LRX	G	R	X	179	0.87	0.89	0.87	0.85
27/05/2011	G07RRN	G	R	N	179	0.85	0.88	0.86	0.9
27/05/2011	G08LXX	G	X	X	188	0.88	0.86	0.83	0.84
27/05/2011	G08RXN	G	X	N	188	0.86	0.89	0.83	0.83
27/05/2011	G09LAX	G	A	X	179	0.9	0.89	0.88	0.88
27/05/2011	G09RAN	G	A	N	179	0.89	0.93	0.91	0.87
27/05/2011	G10LAX	G	A	X	179	0.93	0.92	0.87	0.87
27/05/2011	G10RAN	G	A	N	179	0.96	0.86	0.89	0.92
27/05/2011	G11LRN	G	R	N	178	0.83	0.89	0.81	0.89
27/05/2011	G11RRX	G	R	X	178	0.85	0.82	0.86	0.86
27/05/2011	G12LXN	G	X	N	178	0.83	0.88	0.87	0.86
27/05/2011	G12RXX	G	X	X	178	0.83	0.85	0.87	0.87
27/05/2011	G13LAX	G	A	X	178	0.91	0.9	0.95	0.9
27/05/2011	G13RAN	G	A	N	178	0.88	0.92	0.92	0.89
27/05/2011	G14LRN	G	R	N	179	0.84	0.84	0.82	0.85
27/05/2011	G14RRX	G	R	X	179	0.83	0.83	0.84	0.85
27/05/2011	G15LRN	G	R	N	178	0.83	0.83	0.84	0.84
27/05/2011	G15RRX	G	R	X	178	0.81	0.87	0.87	0.83
27/05/2011	G16LXN	G	X	N	174	0.87	0.87	0.85	0.84
27/05/2011	G16RXX	G	X	X	174	0.84	0.83	0.85	0.87
27/05/2011	G17LAN	G	A	N	179	0.87	0.87	0.87	0.87
27/05/2011	G17RAX	G	A	X	179	0.86	0.86	0.89	0.89
27/05/2011	G18LXN	G	X	N	179	0.86	0.84	0.84	0.83
27/05/2011	G18RXX	G	X	X	179	0.86	0.86	0.87	0.88
27/05/2011	G19LXX	G	X	X	179	0.84	0.84	0.85	0.86
27/05/2011	G19RXN	G	X	N	179	0.83	0.86	0.9	0.85
27/05/2011	G20LRX	G	R	X	179	0.87	0.82	0.82	0.83
27/05/2011	G20RRN	G	R	N	179	0.82	0.89	0.89	0.87
27/05/2011	G21LRX	G	R	X	179	0.85	0.86	0.89	0.89
27/05/2011	G21RRN	G	R	N	179	0.84	0.86	0.84	0.89
27/05/2011	G22LXX	G	X	X	186	0.87	0.9	0.9	0.85
27/05/2011	G22RXN	G	X	N	186	0.97	0.9	0.91	0.96
27/05/2011	G23LAX	G	A	X	181	0.86	0.85	0.87	0.89
27/05/2011	G23RAN	G	A	N	181	0.95	0.96	0.96	0.92
27/05/2011	G24LAN	G	A	N	174	0.89	0.87	0.9	0.86
27/05/2011	G24RAX	G	A	X	174	0.89	0.89	0.89	0.85
3/08/2011	G01LXN	G	X	N	178	0.83	0.82	0.82	0.81
3/08/2011	G01RXX	G	X	X	178	0.81	0.81	0.83	0.8
3/08/2011	G02LAX	G	A	N	179	0.84	0.81	0.83	0.81
3/08/2011	G02RAN	G	A	X	179	0.86	0.85	0.84	0.84
3/08/2011	G03LRX	G	R	X	182	0.79	0.8	0.8	0.82
3/08/2011	G03RRN	G	R	N	182	0.81	0.81	0.83	0.81
3/08/2011	G04LXX	G	X	X	182	0.8	0.81	0.82	0.84
3/08/2011	G04RXN	G	X	N	182	0.81	0.8	0.8	0.82
3/08/2011	G05LRN	G	R	N	179	0.8	0.81	0.81	0.81
3/08/2011	G05RRX	G	R	X	179	0.81	0.8	0.83	0.85
3/08/2011	G06LAN	G	A	N	179	0.8	0.82	0.84	0.83
3/08/2011	G06RAX	G	A	X	179	0.82	0.81	0.84	0.79
3/08/2011	G07LRX	G	R	X	179	0.82	0.83	0.81	0.81
3/08/2011	G07RRN	G	R	N	179	0.8	0.82	0.81	0.83
3/08/2011	G08LXX	G	X	X	188	0.84	0.83	0.81	0.81
3/08/2011	G08RXN	G	X	N	188	0.82	0.83	0.81	0.8
3/08/2011	G09LAX	G	A	X	179	0.84	0.83	0.82	0.82
3/08/2011	G09RAN	G	A	N	179	0.85	0.88	0.84	0.82
3/08/2011	G10LAX	G	A	X	179	0.88	0.86	0.82	0.8
3/08/2011	G10RAN	G	A	N	179	0.92	0.83	0.87	0.85
3/08/2011	G11LRN	G	R	N	178	0.81	0.79	0.86	0.82
3/08/2011	G11RRX	G	R	X	178	0.81	0.8	0.81	0.81
3/08/2011	G12LXN	G	X	N	178	0.81	0.83	0.82	0.82
3/08/2011	G12RXX	G	X	X	178	0.8	0.81	0.82	0.83
3/08/2011	G13LAX	G	A	X	178	0.86	0.84	0.83	0.82
